|[[12, 'impact', 'many', 'particle'], [6, 'more', 'lavish', 'cap'], [9, 'This', 'windy', 'hearing'], [5, 'This', 'melodic', 'pan']]| |This has made a many impact| |impact more like lavish impact| |This is going to be a windy hearing| |Yea This is really melodic today| 0.625
|[[12, 'impact', 'many', 'particle'], [1, 'is', 'lazy', 'scarecrow'], [10, 'cant', 'irritating', 'tire'], [12, 'impact', 'keen', 'toe']]| |impact has made a many impact| |wow impact is really lazy| |cant wait for a irritating tire| |cant has made a keen impact| 0.375
|[[12, 'impact', 'many', 'particle'], [3, 'impact,', 'beautiful', 'jogging'], [9, 'This', 'windy', 'hearing'], [12, 'impact', 'keen', 'toe']]| |impact has made a many impact| |Man forget about impact, jogging will be beautiful| |This is going to be a windy hearing| |This has made a keen impact| 0.625
|[[12, 'impact', 'many', 'particle'], [9, 'This', 'jumbled', 'toilet'], [9, 'This', 'windy', 'hearing'], [5, 'This', 'melodic', 'pan']]| |This has made a many impact| |This is going to be a jumbled toilet| |This is going to be a windy hearing| |Yea This is really melodic today| 0.375
|[[12, 'impact', 'many', 'particle'], [3, 'impact,', 'beautiful', 'jogging'], [9, 'This', 'windy', 'hearing'], [12, 'impact', 'keen', 'toe']]| |impact has made a many impact| |Man forget about impact, jogging will be beautiful| |This is going to be a windy hearing| |This has made a keen impact| 0.5
|[[12, 'impact', 'many', 'particle'], [1, 'is', 'lazy', 'scarecrow'], [12, 'more', 'womanly', 'scallion'], [0, 'that', 'workable', 'karen']]| |that has made a many impact| |wow impact is really lazy| |is has made a womanly impact| |I think that more is very workable| 0.5
|[[12, 'impact', 'many', 'particle'], [8, 'than', 'left', 'helium'], [5, 'wretched', 'wretched', 'hemp'], [4, 'wretched', 'chemical', 'saw']]| |wretched has made a many impact| |I think helium is more left than impact| |Yea than is really wretched today| |This wretched will be chemical| 0.125
|[[12, 'impact', 'many', 'particle'], [4, 'This', 'automatic', 'insulation'], [2, 'but', 'languid', 'hoe'], [2, 'agree,', 'yummy', 'brochure']]| |agree, has made a many impact| |This impact will be automatic| |I dont agree, but This is languid| |I dont agree, but but is yummy| 0.5
|[[12, 'impact', 'many', 'particle'], [0, 'I', 'male', 'airbus'], [4, 'I', 'malicious', 'mandolin'], [5, 'I', 'invincible', 'mailman']]| |I has made a many impact| |I think that impact is very male| |This I will be malicious| |Yea I is really invincible today| 0.25
|[[12, 'impact', 'many', 'particle'], [8, 'modern', 'modern', 'scene'], [4, 'modern', 'wonderful', 'jaguar'], [6, 'modern', 'cheap', 'match']]| |modern has made a many impact| |I think scene is more modern than impact| |This modern will be wonderful| |modern more like cheap modern| 0.375
|[[12, 'impact', 'many', 'particle'], [12, 'spectacular', 'spectacular', 'interactive'], [13, 'remember', 'cheap', 'paper'], [1, 'wow', 'befitting', 'parcel']]| |wow has made a many impact| |impact has made a spectacular impact| |remember how spectacular was cheap| |wow remember is really befitting| 0.375
|[[12, 'impact', 'many', 'particle'], [8, 'modern', 'modern', 'scene'], [13, 'remember', 'cheap', 'paper'], [2, 'agree,', 'yummy', 'brochure']]| |agree, has made a many impact| |I think scene is more modern than impact| |remember how modern was cheap| |I dont agree, but remember is yummy| 0.5
|[[12, 'impact', 'many', 'particle'], [12, 'spectacular', 'spectacular', 'interactive'], [13, 'remember', 'cheap', 'paper'], [4, 'wretched', 'chemical', 'saw']]| |wretched has made a many impact| |impact has made a spectacular impact| |remember how spectacular was cheap| |This remember will be chemical| 0.5
|[[12, 'impact', 'many', 'particle'], [0, 'I', 'male', 'airbus'], [2, 'but', 'languid', 'hoe'], [6, 'modern', 'cheap', 'match']]| |modern has made a many impact| |I think that impact is very male| |I dont agree, but I is languid| |but more like cheap but| 0.375
|[[12, 'impact', 'many', 'particle'], [12, 'spectacular', 'spectacular', 'interactive'], [2, 'but', 'languid', 'hoe'], [2, 'agree,', 'yummy', 'brochure']]| |agree, has made a many impact| |impact has made a spectacular impact| |I dont agree, but spectacular is languid| |I dont agree, but but is yummy| 0.25
|[[12, 'impact', 'many', 'particle'], [0, 'I', 'male', 'airbus'], [2, 'but', 'languid', 'hoe'], [2, 'agree,', 'yummy', 'brochure']]| |agree, has made a many impact| |I think that impact is very male| |I dont agree, but I is languid| |I dont agree, but but is yummy| 0.25
|[[12, 'impact', 'many', 'particle'], [12, 'spectacular', 'spectacular', 'interactive'], [4, 'modern', 'wonderful', 'jaguar'], [2, 'agree,', 'yummy', 'brochure']]| |agree, has made a many impact| |impact has made a spectacular impact| |This spectacular will be wonderful| |I dont agree, but modern is yummy| 0.625
|[[12, 'impact', 'many', 'particle'], [0, 'I', 'male', 'airbus'], [2, 'but', 'languid', 'hoe'], [2, 'agree,', 'yummy', 'brochure']]| |agree, has made a many impact| |I think that impact is very male| |I dont agree, but I is languid| |I dont agree, but but is yummy| 0.25
|[[12, 'impact', 'many', 'particle'], [0, 'I', 'male', 'airbus'], [2, 'but', 'languid', 'hoe'], [4, 'wretched', 'chemical', 'saw']]| |wretched has made a many impact| |I think that impact is very male| |I dont agree, but I is languid| |This but will be chemical| 0.25
|[[12, 'impact', 'many', 'particle'], [8, 'than', 'left', 'helium'], [4, 'modern', 'wonderful', 'jaguar'], [4, 'wretched', 'chemical', 'saw']]| |wretched has made a many impact| |I think helium is more left than impact| |This than will be wonderful| |This modern will be chemical| 0.25
|[[12, 'impact', 'many', 'particle'], [12, 'spectacular', 'spectacular', 'interactive'], [13, 'remember', 'cheap', 'paper'], [5, 'I', 'invincible', 'mailman']]| |I has made a many impact| |impact has made a spectacular impact| |remember how spectacular was cheap| |Yea remember is really invincible today| 0.375
|[[12, 'impact', 'many', 'particle'], [4, 'will', 'loving', 'brass'], [11, 'cautious', 'cautious', 'paper'], [13, 'how', 'known', 'parsnip']]| |how has made a many impact| |This impact will be loving| |will cant believe the cautious paper| |remember how cautious was known| 0.375
|[[12, 'impact', 'many', 'particle'], [6, 'workable', 'workable', 'capital'], [3, 'be', 'malicious', 'jam'], [5, 'today', 'loose', 'hook']]| |today has made a many impact| |impact more like workable impact| |Man forget about workable, jam will be malicious| |Yea be is really loose today| 0.375
|[[12, 'impact', 'many', 'particle'], [8, 'youthful', 'youthful', 'titanium'], [0, 'I', 'aback', 'call'], [1, 'I', 'lively', 'himalayan']]| |I has made a many impact| |I think titanium is more youthful than impact| |I think that youthful is very aback| |wow I is really lively| 0.625
|[[12, 'impact', 'many', 'particle'], [6, 'like', 'xenophobic', 'brand'], [12, 'a', 'late', 'parsnip'], [9, 'be', 'auspicious', 'judge']]| |be has made a many impact| |impact more like xenophobic impact| |like has made a late impact| |This is going to be a auspicious judge| 0.125
|[[12, 'impact', 'many', 'particle'], [9, 'going', 'lying', 'cable'], [1, 'wow', 'miscreant', 'iris'], [7, 'wow', 'aback', 'meat']]| |wow has made a many impact| |This is going to be a lying cable| |wow going is really miscreant| |cant wait for this aback wow| 0.125
|[[12, 'impact', 'many', 'particle'], [6, 'like', 'xenophobic', 'brand'], [0, 'I', 'aback', 'call'], [1, 'I', 'lively', 'himalayan']]| |I has made a many impact| |impact more like xenophobic impact| |I think that like is very aback| |wow I is really lively| 0.625
|[[12, 'impact', 'many', 'particle'], [9, 'going', 'lying', 'cable'], [3, 'be', 'malicious', 'jam'], [13, 'how', 'known', 'parsnip']]| |how has made a many impact| |This is going to be a lying cable| |Man forget about going, jam will be malicious| |remember how be was known| 0.125
|[[12, 'impact', 'many', 'particle'], [4, 'will', 'loving', 'brass'], [3, 'be', 'malicious', 'jam'], [1, 'I', 'lively', 'himalayan']]| |I has made a many impact| |This impact will be loving| |Man forget about will, jam will be malicious| |wow be is really lively| 0.5
|[[12, 'impact', 'many', 'particle'], [8, 'youthful', 'youthful', 'titanium'], [12, 'a', 'late', 'parsnip'], [9, 'be', 'auspicious', 'judge']]| |be has made a many impact| |I think titanium is more youthful than impact| |youthful has made a late impact| |This is going to be a auspicious judge| 0.125
|[[12, 'impact', 'many', 'particle'], [6, 'like', 'xenophobic', 'brand'], [12, 'a', 'late', 'parsnip'], [5, 'today', 'loose', 'hook']]| |today has made a many impact| |impact more like xenophobic impact| |like has made a late impact| |Yea a is really loose today| 0.625
|[[12, 'impact', 'many', 'particle'], [8, 'youthful', 'youthful', 'titanium'], [12, 'a', 'late', 'parsnip'], [5, 'today', 'loose', 'hook']]| |today has made a many impact| |I think titanium is more youthful than impact| |youthful has made a late impact| |Yea a is really loose today| 0.375
|[[12, 'impact', 'many', 'particle'], [6, 'like', 'xenophobic', 'brand'], [1, 'wow', 'miscreant', 'iris'], [1, 'I', 'lively', 'himalayan']]| |I has made a many impact| |impact more like xenophobic impact| |wow like is really miscreant| |wow wow is really lively| 0.375
|[[12, 'impact', 'many', 'particle'], [4, 'will', 'loving', 'brass'], [0, 'I', 'aback', 'call'], [13, 'how', 'known', 'parsnip']]| |how has made a many impact| |This impact will be loving| |I think that will is very aback| |remember how I was known| 0.75
|[[12, 'impact', 'many', 'particle'], [8, 'youthful', 'youthful', 'titanium'], [3, 'be', 'malicious', 'jam'], [1, 'I', 'lively', 'himalayan']]| |I has made a many impact| |I think titanium is more youthful than impact| |Man forget about youthful, jam will be malicious| |wow be is really lively| 0.25
|[[12, 'impact', 'many', 'particle'], [8, 'youthful', 'youthful', 'titanium'], [0, 'I', 'aback', 'call'], [5, 'today', 'loose', 'hook']]| |today has made a many impact| |I think titanium is more youthful than impact| |I think that youthful is very aback| |Yea I is really loose today| 0.625
|[[12, 'impact', 'many', 'particle'], [13, 'how', 'beneficial', 'map'], [12, 'has', 'spicy', 'passenger'], [4, 'has', 'lopsided', 'partridge']]| |has has made a many impact| |remember how impact was beneficial| |how has made a spicy impact| |This has will be lopsided| 0.25
|[[12, 'impact', 'many', 'particle'], [4, 'will', 'left', 'interest'], [11, 'the', 'woozy', 'home'], [12, 'imperfect', 'imperfect', 'cable']]| |imperfect has made a many impact| |This impact will be left| |will cant believe the woozy home| |the has made a imperfect impact| 0.25
|[[12, 'impact', 'many', 'particle'], [10, 'british', 'lumpy', 'british'], [7, 'british', 'sore', 'june'], [8, 'british', 'wrathful', 'agenda']]| |british has made a many impact| |cant wait for a lumpy british| |cant wait for this sore british| |I think agenda is more wrathful than british| 0.625
|[[12, 'impact', 'many', 'particle'], [1, 'is', 'spiky', 'salesman'], [13, 'how', 'belligerent', 'cannon'], [11, 'cant', 'willing', 'sale']]| |cant has made a many impact| |wow impact is really spiky| |remember how is was belligerent| |how cant believe the willing sale| 0.125
|[[12, 'impact', 'many', 'particle'], [0, 'impact', 'wistful', 'invoice'], [6, 'insidious', 'insidious', 'insurance'], [13, 'insidious', 'massive', 'bracket']]| |insidious has made a many impact| |I think that impact is very wistful| |impact more like insidious impact| |remember how insidious was massive| 0.5
|[[12, 'impact', 'many', 'particle'], [4, 'will', 'left', 'interest'], [6, 'insidious', 'insidious', 'insurance'], [13, 'insidious', 'massive', 'bracket']]| |insidious has made a many impact| |This impact will be left| |will more like insidious will| |remember how insidious was massive| 0.25
|[[12, 'impact', 'many', 'particle'], [10, 'british', 'lumpy', 'british'], [6, 'insidious', 'insidious', 'insurance'], [11, 'cant', 'willing', 'sale']]| |cant has made a many impact| |cant wait for a lumpy british| |british more like insidious british| |insidious cant believe the willing sale| 0.25
|[[12, 'impact', 'many', 'particle'], [13, 'how', 'beneficial', 'map'], [11, 'the', 'woozy', 'home'], [4, 'has', 'lopsided', 'partridge']]| |has has made a many impact| |remember how impact was beneficial| |how cant believe the woozy home| |This the will be lopsided| 0.375
|[[12, 'impact', 'many', 'particle'], [0, 'impact', 'wistful', 'invoice'], [13, 'how', 'belligerent', 'cannon'], [11, 'cant', 'willing', 'sale']]| |cant has made a many impact| |I think that impact is very wistful| |remember how impact was belligerent| |how cant believe the willing sale| 0.5
|[[12, 'impact', 'many', 'particle'], [13, 'how', 'beneficial', 'map'], [7, 'british', 'sore', 'june'], [11, 'cant', 'willing', 'sale']]| |cant has made a many impact| |remember how impact was beneficial| |cant wait for this sore how| |british cant believe the willing sale| 0.5
|[[12, 'impact', 'many', 'particle'], [13, 'how', 'beneficial', 'map'], [6, 'insidious', 'insidious', 'insurance'], [11, 'cant', 'willing', 'sale']]| |cant has made a many impact| |remember how impact was beneficial| |how more like insidious how| |insidious cant believe the willing sale| 0.375
|[[12, 'impact', 'many', 'particle'], [0, 'impact', 'wistful', 'invoice'], [12, 'has', 'spicy', 'passenger'], [13, 'insidious', 'massive', 'bracket']]| |insidious has made a many impact| |I think that impact is very wistful| |impact has made a spicy impact| |remember how has was massive| 0.5
|[[12, 'impact', 'many', 'particle'], [13, 'how', 'beneficial', 'map'], [6, 'insidious', 'insidious', 'insurance'], [8, 'british', 'wrathful', 'agenda']]| |british has made a many impact| |remember how impact was beneficial| |how more like insidious how| |I think agenda is more wrathful than insidious| 0.5
|[[12, 'impact', 'many', 'particle'], [0, 'impact', 'wistful', 'invoice'], [7, 'british', 'sore', 'june'], [4, 'has', 'lopsided', 'partridge']]| |has has made a many impact| |I think that impact is very wistful| |cant wait for this sore impact| |This british will be lopsided| 0.5
|[[12, 'impact', 'many', 'particle'], [1, 'is', 'spiky', 'salesman'], [11, 'the', 'woozy', 'home'], [11, 'cant', 'willing', 'sale']]| |cant has made a many impact| |wow impact is really spiky| |is cant believe the woozy home| |the cant believe the willing sale| 0.375
|[[12, 'impact', 'many', 'particle'], [13, 'was', 'itchy', 'panty'], [2, 'sophisticated', 'sophisticated', 'salmon'], [4, 'jagged', 'jagged', 'scale']]| |jagged has made a many impact| |remember how impact was itchy| |I dont agree, but was is sophisticated| |This sophisticated will be jagged| 0.25
|[[12, 'impact', 'many', 'particle'], [12, 'impact', 'madly', 'hockey'], [13, 'was', 'squalid', 'interactive'], [8, 'think', 'somber', 'hobbies']]| |think has made a many impact| |impact has made a madly impact| |remember how impact was squalid| |I think hobbies is more somber than was| 0.5
|[[12, 'impact', 'many', 'particle'], [0, 'impact', 'lame', 'screw'], [5, 'invincible', 'invincible', 'scale'], [1, 'really', 'moaning', 'imprisonment']]| |really has made a many impact| |I think that impact is very lame| |Yea impact is really invincible today| |wow invincible is really moaning| 0.5
|[[12, 'impact', 'many', 'particle'], [5, 'today', 'light', 'measure'], [7, 'this', 'minor', 'italy'], [10, 'cant', 'zany', 'medicine']]| |cant has made a many impact| |Yea impact is really light today| |cant wait for this minor today| |cant wait for a zany medicine| 0.375
|[[12, 'impact', 'many', 'particle'], [11, 'heat', 'chunky', 'heat'], [0, 'very', 'bashful', 'titanium'], [11, 'cant', 'sophisticated', 'saw']]| |cant has made a many impact| |impact cant believe the chunky heat| |I think that heat is very bashful| |very cant believe the sophisticated saw| 0.375
|[[12, 'impact', 'many', 'particle'], [11, 'heat', 'chunky', 'heat'], [5, 'invincible', 'invincible', 'scale'], [8, 'think', 'somber', 'hobbies']]| |think has made a many impact| |impact cant believe the chunky heat| |Yea heat is really invincible today| |I think hobbies is more somber than invincible| 0.625
|[[12, 'impact', 'many', 'particle'], [5, 'today', 'light', 'measure'], [13, 'was', 'squalid', 'interactive'], [8, 'think', 'somber', 'hobbies']]| |think has made a many impact| |Yea impact is really light today| |remember how today was squalid| |I think hobbies is more somber than was| 0.625
|[[12, 'impact', 'many', 'particle'], [0, 'impact', 'lame', 'screw'], [0, 'very', 'bashful', 'titanium'], [1, 'really', 'moaning', 'imprisonment']]| |really has made a many impact| |I think that impact is very lame| |I think that impact is very bashful| |wow very is really moaning| 0.5
|[[12, 'impact', 'many', 'particle'], [5, 'today', 'light', 'measure'], [0, 'very', 'bashful', 'titanium'], [4, 'jagged', 'jagged', 'scale']]| |jagged has made a many impact| |Yea impact is really light today| |I think that today is very bashful| |This very will be jagged| 0.5
|[[12, 'impact', 'many', 'particle'], [5, 'today', 'light', 'measure'], [5, 'invincible', 'invincible', 'scale'], [1, 'really', 'moaning', 'imprisonment']]| |really has made a many impact| |Yea impact is really light today| |Yea today is really invincible today| |wow invincible is really moaning| 0.625
|[[12, 'impact', 'many', 'particle'], [5, 'today', 'light', 'measure'], [5, 'invincible', 'invincible', 'scale'], [4, 'jagged', 'jagged', 'scale']]| |jagged has made a many impact| |Yea impact is really light today| |Yea today is really invincible today| |This invincible will be jagged| 0.625
|[[12, 'impact', 'many', 'particle'], [12, 'impact', 'madly', 'hockey'], [2, 'sophisticated', 'sophisticated', 'salmon'], [8, 'think', 'somber', 'hobbies']]| |think has made a many impact| |impact has made a madly impact| |I dont agree, but impact is sophisticated| |I think hobbies is more somber than sophisticated| 0.75
|[[12, 'impact', 'many', 'particle'], [5, 'today', 'light', 'measure'], [5, 'invincible', 'invincible', 'scale'], [8, 'think', 'somber', 'hobbies']]| |think has made a many impact| |Yea impact is really light today| |Yea today is really invincible today| |I think hobbies is more somber than invincible| 0.875
|[[12, 'impact', 'many', 'particle'], [11, 'heat', 'chunky', 'heat'], [0, 'very', 'bashful', 'titanium'], [11, 'cant', 'sophisticated', 'saw']]| |cant has made a many impact| |impact cant believe the chunky heat| |I think that heat is very bashful| |very cant believe the sophisticated saw| 0.25
|[[12, 'impact', 'many', 'particle'], [5, 'today', 'light', 'measure'], [13, 'was', 'squalid', 'interactive'], [10, 'cant', 'zany', 'medicine']]| |cant has made a many impact| |Yea impact is really light today| |remember how today was squalid| |cant wait for a zany medicine| 0.625
